Title,US Gross,WW Gross,Production Budget,Release Date,Release Year ,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
Street Kings,26415649,65589243,20000000,11-Apr-08,00-10,R,,Fox Searchlight,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,36,7,40291
The Forbidden Kingdom,52075270,129075270,55000000,18-Apr-08,00-10,PG-13,105,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64,6.7,36548
Life Before Her Eyes,303439,303439,12000000,18-Apr-08,00-10,R,90,Magnolia Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
88 Minutes,16930884,32955399,30000000,18-Apr-08,00-10,R,106,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,5,5.9,31205
Baby Mama,60494212,64391484,,25-Apr-08,00-10,PG-13,99,Universal,Original Screenplay,Comedy,Contemporary Fiction,,63,6.1,16128
Harold & Kumar Escape from Guantanamo Bay,38108728,43231984,12000000,25-Apr-08,00-10,R,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,,54,6.7,42358
Standard Operating Procedure,228830,228830,5000000,25-Apr-08,00-10,R,,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,,80,7.5,1640
Iron Man,318604126,582604126,186000000,2-May-08,00-10,PG-13,126,Paramount Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Jon Favreau,94,7.9,174040
Son of Rambow: A Home Movie,1785505,10573083,2000000,2-May-08,00-10,PG-13,,Paramount Vantage,Original Screenplay,Comedy,Historical Fiction,,,,
Made of Honor,46012734,105508112,40000000,2-May-08,00-10,PG-13,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Paul Weiland,14,5.5,15260
Speed Racer,43945766,93394462,120000000,9-May-08,00-10,PG,,Warner Bros.,Based on TV,Action,Science Fiction,Andy Wachowski,38,6.3,32672
The Chronicles of Narnia: Prince Caspian,141621490,419490286,225000000,16-May-08,00-10,PG,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Fantasy,Andrew Adamson,67,6.9,46608
Indiana Jones and the Kingdom of the Crystal Skull,317023851,786558145,185000000,22-May-08,00-10,PG-13,,Paramount Pictures,Original Screenplay,Adventure,Historical Fiction,Steven Spielberg,77,6.6,135071
"War, Inc.",580862,1296184,10000000,23-May-08,00-10,R,,First Look,Original Screenplay,Comedy,Contemporary Fiction,,29,,
The Children of Huang Shi,1031872,5527507,20000000,23-May-08,00-10,R,,Sony Pictures Classics,Based on Real Life Events,Drama,Dramatization,,31,6.9,4100
Savage Grace,434417,968805,4600000,28-May-08,00-10,Not Rated,,IFC Films,Based on Book/Short Story,Drama,Dramatization,,,5.7,3838
Sex and the City,152647258,416047258,57500000,30-May-08,00-10,R,,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,Michael Patrick King,49,5.4,46837
The Strangers,52597610,80597610,9000000,30-May-08,00-10,R,85,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,44,6,35078
And When Did You Last See Your Father?,1071240,2476491,8000000,6-Jun-08,00-10,PG-13,,Sony Pictures Classics,Based on Book/Short Story,Drama,Dramatization,,,6.8,1798
The Incredible Hulk,134806913,263349257,137500000,13-Jun-08,00-10,PG-13,112,Universal,Based on Comic/Graphic Novel,Adventure,Super Hero,Louis Leterrier,66,7.1,82419
The Happening,64506874,163403799,60000000,13-Jun-08,00-10,R,89,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18,5.2,72259
Wanted,134508551,340934768,75000000,27-Jun-08,00-10,R,110,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Timur Bekmambetov,71,6.4,1089
WALL-E,223808164,532743103,180000000,27-Jun-08,00-10,G,97,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Andrew Stanton,96,8.5,182257
Hancock,227946274,624346274,150000000,2-Jul-08,00-10,PG-13,,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40,6.5,100822
The Wackness,2077046,2635650,6000000,3-Jul-08,00-10,R,,Sony Pictures Classics,Original Screenplay,Comedy,Historical Fiction,,69,7.1,13257
Ast’_rix aux Jeux Olympiques,999811,132999811,113500000,4-Jul-08,00-10,Not Rated,,Alliance,Based on Comic/Graphic Novel,Adventure,Fantasy,,,4.9,5620
Bathory,0,3436763,15000000,10-Jul-08,00-10,,,,,,,,,6.1,1446
Hellboy 2: The Golden Army,75986503,160388063,82500000,11-Jul-08,00-10,PG-13,,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,,7.3,61902
Journey to the Center of the Earth,101704370,240904370,45000000,11-Jul-08,00-10,PG,92,Warner Bros.,Based on Book/Short Story,Adventure,Science Fiction,Eric Brevig,,5.9,23756
Meet Dave,11803254,50648806,60000000,11-Jul-08,00-10,PG,,20th Century Fox,Original Screenplay,Comedy,Science Fiction,Brian Robbins,19,4.8,13381
The Dark Knight,533345358,1022345358,185000000,18-Jul-08,00-10,PG-13,152,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Christopher Nolan,93,8.9,465000
Space Chimps,30105968,59517784,37000000,18-Jul-08,00-10,G,,20th Century Fox,Original Screenplay,Adventure,Kids Fiction,,36,4.5,4324
The X-Files: I Want to Believe,20982478,68369434,35000000,25-Jul-08,00-10,PG-13,104,20th Century Fox,Based on TV,Action,Science Fiction,,,5.9,35433
Bienvenue chez les Ch'tis,1470856,243470856,16000000,25-Jul-08,00-10,Not Rated,109,Link Productions Ltd.,Original Screenplay,Comedy,Contemporary Fiction,æDany Boon,,7,7129
The Mummy: Tomb of the Dragon Emperor,102491776,397912118,175000000,1-Aug-08,00-10,PG-13,111,Universal,Remake,Adventure,Fantasy,Rob Cohen,13,5.1,41570
Frozen River,2503902,5281776,1000000,1-Aug-08,00-10,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,87,7.2,10447
The Sisterhood of the Traveling Pants 2,44089964,44154645,27000000,6-Aug-08,00-10,PG-13,111,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,,64,6.2,6557
The Pineapple Express,87341380,100941380,26000000,6-Aug-08,00-10,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,David Gordon Green,,,
Tropic Thunder,110461307,188163455,90000000,13-Aug-08,00-10,R,106,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83,7.2,104839
The Rise and Fall of Miss Thang,401,401,10000,14-Aug-08,00-10,Not Rated,87,Lavender House Films,Original Screenplay,Drama,Contemporary Fiction,,,,
Star Wars: The Clone Wars,35161554,68161554,8500000,15-Aug-08,00-10,PG,98,Warner Bros.,Original Screenplay,Adventure,Science Fiction,,19,5.4,17513
Fly Me To the Moon,14543943,40098231,25000000,15-Aug-08,00-10,G,89,Summit Entertainment,Original Screenplay,Adventure,Kids Fiction,,17,4.7,1653
Vicky Cristina Barcelona,23213577,77213577,16000000,15-Aug-08,00-10,PG-13,,MGM,Original Screenplay,Comedy,Contemporary Fiction,Woody Allen,82,7.4,51760
The Rocker,6409528,8767338,15000000,20-Aug-08,00-10,PG-13,102,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,40,6.3,11859
Death Race,36316032,72516819,65000000,22-Aug-08,00-10,R,105,Universal,Remake,Action,Science Fiction,Paul Anderson,41,6.6,40611
The House Bunny,48237389,70237389,25000000,22-Aug-08,00-10,PG-13,98,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39,5.5,18964
Hamlet 2,4886216,4898285,9000000,22-Aug-08,00-10,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Andrew Fleming,64,6.4,9017
Traitor,23530831,27664173,22000000,27-Aug-08,00-10,PG-13,113,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,61,7.1,22468
Babylon A.D.,22532572,70216497,45000000,29-Aug-08,00-10,PG-13,100,20th Century Fox,Based on Book/Short Story,Action,Science Fiction,Mathieu Kassovitz,7,5.3,27189
Obsluhoval jsem anglick’_ho krÎàle,617228,7174984,4900000,29-Aug-08,00-10,R,,Sony Pictures Classics,Based on Book/Short Story,Comedy,Historical Fiction,,,7.4,3048
Disaster Movie,14190901,34690901,20000000,29-Aug-08,00-10,PG-13,88,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,2,1.7,34928
College,4694491,5629618,6000000,29-Aug-08,00-10,R,94,MGM,Original Screenplay,Comedy,Contemporary Fiction,,5,4.3,6496
Bangkok Dangerous,15298133,46598133,45000000,5-Sep-08,00-10,R,98,Lionsgate,Remake,Action,Contemporary Fiction,Oxide Pang Chun,9,5.4,20931
Burn After Reading,60355347,163415735,37000000,12-Sep-08,00-10,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,Joel Coen,78,7.2,92553
The Women,26902075,50042410,16000000,12-Sep-08,00-10,PG-13,114,Picturehouse,Original Screenplay,Comedy,Contemporary Fiction,,13,7.9,5519
Righteous Kill,40081410,76781410,60000000,12-Sep-08,00-10,R,100,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Avnet,20,6,34641
My Best Friend's Girl,19219250,34787111,20000000,19-Sep-08,00-10,R,103,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Howard Deutch,15,5.8,14617
Igor,19528188,26608350,30000000,19-Sep-08,00-10,PG,86,MGM,Original Screenplay,Comedy,Kids Fiction,,35,6,6614
Ghost Town,13252641,26612350,20000000,19-Sep-08,00-10,PG-13,102,Paramount Pictures,Original Screenplay,Romantic Comedy,Fantasy,David Koepp,85,4.7,310
Lakeview Terrace,39263506,44263506,20000000,19-Sep-08,00-10,PG-13,106,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Neil LaBute,46,6.3,18547
Appaloosa,20211394,26111394,20000000,19-Sep-08,00-10,R,,Warner Bros.,Based on Book/Short Story,Western,Historical Fiction,Ed Harris,76,6.8,22836
Rejsen til Saturn,0,2783634,2700000,26-Sep-08,00-10,,,,Original Screenplay,Comedy,Science Fiction,,,5.9,849
Fireproof,33451479,33451479,500000,26-Sep-08,00-10,PG,122,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Alex Kendrick,40,5.6,5498
Miracle at St. Anna,7916887,9110458,45000000,26-Sep-08,00-10,R,,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Spike Lee,34,5.9,8559
The Lucky Ones,266967,266967,14000000,26-Sep-08,00-10,R,104,Lionsgate,Original Screenplay,Drama,Contemporary Fiction,,36,7.1,4719
Eagle Eye,101440743,178066569,80000000,26-Sep-08,00-10,PG-13,117,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,D.J. Caruso,27,6.6,52336
Religulous,13011160,13136074,2500000,1-Oct-08,00-10,R,101,Lionsgate,Based on Real Life Events,Documentary,Factual,Larry Charles,69,7.8,23094
How to Lose Friends & Alienate People,2775593,12031443,28000000,3-Oct-08,00-10,R,109,MGM,Based on Book/Short Story,Comedy,Contemporary Fiction,,36,6.7,25756
An American Carol,7013191,7013191,20000000,3-Oct-08,00-10,PG-13,84,Vivendi Entertainment,Original Screenplay,Comedy,Fantasy,David Zucker,12,4.5,6000
Nick and Norah's Infinite Playlist,31487293,31487293,10000000,3-Oct-08,00-10,PG-13,90,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Sollett,73,6.8,24021
Rachel Getting Married,12796277,13326280,12000000,3-Oct-08,00-10,R,111,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,Jonathan Demme,86,6.9,20451
Blindness,3073392,14542658,25000000,3-Oct-08,00-10,R,,Miramax,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Fernando Meirelles,42,6.6,25508
The Express,9793406,9808102,37500000,4-Oct-08,00-10,PG,129,Universal,Based on Book/Short Story,Drama,Dramatization,,61,7.1,4749
City of Ember,7871693,11817059,38000000,10-Oct-08,00-10,PG,94,20th Century Fox,Based on Book/Short Story,Adventure,Fantasy,Gil Kenan,53,6.4,14905
Good Dick,28835,28835,200000,10-Oct-08,00-10,R,,Present Pictures/Morning Knight,Original Screenplay,Drama,Contemporary Fiction,,,6.4,3004
Quarantine,31691811,36091811,12000000,10-Oct-08,00-10,R,,Sony/Screen Gems,Original Screenplay,Horror,Contemporary Fiction,John Erick Dowdle,58,6.1,21939
Body of Lies,39394666,108394666,67500000,10-Oct-08,00-10,R,129,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Ridley Scott,52,7.2,53921
Koltchak,0,38585047,20000000,10-Oct-08,00-10,,,,,,,,,,
Max Payne,40687294,85761789,35000000,17-Oct-08,00-10,PG-13,,20th Century Fox,Based on Game,Action,Contemporary Fiction,,17,5.4,47541
Sex Drive,8402485,10412485,19000000,17-Oct-08,00-10,R,,Summit Entertainment,Based on Book/Short Story,Comedy,Contemporary Fiction,,46,6.8,26920
What Just Happened,1090947,2412123,27000000,17-Oct-08,00-10,R,,Magnolia Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Barry Levinson,,5.9,12537
The Secret Life of Bees,37766350,39612166,11000000,17-Oct-08,00-10,PG-13,110,Fox Searchlight,Based on Book/Short Story,Drama,Historical Fiction,,57,7,7077
W.,25534493,28575778,25100000,17-Oct-08,00-10,PG-13,131,Lionsgate,Based on Real Life Events,Drama,Dramatization,Oliver Stone,60,,
Heroes,655538,655538,400000,24-Oct-08,00-10,R,,Eros Entertainment,Original Screenplay,Adventure,Contemporary Fiction,,,6.1,505
Pride and Glory,15740721,43440721,30000000,24-Oct-08,00-10,R,129,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,,34,6.7,24596
"Synecdoche, New York",3081925,3081925,20000000,24-Oct-08,00-10,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,67,,
Saw V,56746769,113146769,10800000,24-Oct-08,00-10,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,13,5.7,31219
High School Musical 3: Senior Year,90556401,251056401,11000000,24-Oct-08,00-10,G,,Walt Disney Pictures,Based on TV,Musical,Contemporary Fiction,Kenny Ortega,66,3.7,18587
Zack and Miri Make a Porno,31452765,36851125,24000000,31-Oct-08,00-10,R,101,Weinstein Co.,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,65,7,55687
Madagascar: Escape 2 Africa,180010950,599516844,150000000,7-Nov-08,00-10,PG,,Paramount Pictures,Original Screenplay,Comedy,Kids Fiction,Eric Darnell,64,6.8,30285
The Boy in the Striped Pyjamas,9030581,39830581,12500000,7-Nov-08,00-10,PG-13,94,Miramax,Based on Book/Short Story,Drama,Historical Fiction,,,7.8,21683
Slumdog Millionaire,141319928,365257315,14000000,12-Nov-08,00-10,R,116,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Danny Boyle,94,8.3,176325
Quantum of Solace,169368427,576368427,230000000,14-Nov-08,00-10,PG-13,,Sony Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Marc Forster,64,6.8,93596
Bolt,114053579,313953579,150000000,21-Nov-08,00-10,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,Byron Howard,88,7.4,32473
Twilight,192769854,396439854,37000000,21-Nov-08,00-10,PG-13,120,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Catherine Hardwicke,50,6.1,4840
Four Christmases,120146040,163546040,80000000,26-Nov-08,00-10,PG-13,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Seth Gordon,25,5.7,14690
Australia,49551662,207482792,78000000,26-Nov-08,00-10,PG-13,,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Baz Luhrmann,54,6.8,38089
Milk,31841299,50164027,20000000,26-Nov-08,00-10,R,,Focus Features,Based on Real Life Events,Drama,Dramatization,Gus Van Sant,94,3.6,479
Punisher: War Zone,8050977,8199130,35000000,5-Dec-08,00-10,R,101,Lionsgate,Based on Comic/Graphic Novel,Action,Super Hero,,26,6.1,20865
Frost/Nixon,18622031,28144586,29000000,5-Dec-08,00-10,R,122,Universal,Based on Play,Drama,Dramatization,Ron Howard,92,7.9,36366
Cadillac Records,8138000,8138000,12000000,5-Dec-08,00-10,R,108,Sony Pictures,Based on Real Life Events,Drama,Dramatization,,67,6.7,5026
The Reader,34192652,106107610,33000000,10-Dec-08,00-10,R,123,Weinstein Co.,Based on Book/Short Story,Drama,Contemporary Fiction,Stephen Daldry,61,7.7,46984
The Kings of Appletown,0,0,7000000,12-Dec-08,00-10,,,,Original Screenplay,Action,Contemporary Fiction,,,,
Delgo,915840,915840,40000000,12-Dec-08,00-10,PG,88,Freestyle Releasing,Original Screenplay,Adventure,Kids Fiction,,12,4.4,1177
Doubt,33422556,50923043,20000000,12-Dec-08,00-10,PG-13,,Miramax,Based on Play,Drama,Historical Fiction,,78,,
The Wrestler,26236603,43236603,6000000,17-Dec-08,00-10,R,109,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Darren Aronofsky,98,8.2,93301
The Tale of Despereaux,50877145,88717945,60000000,19-Dec-08,00-10,G,93,Universal,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55,6.1,7460
Yes Man,97690976,225990976,50000000,19-Dec-08,00-10,PG-13,104,Warner Bros.,Based on Book/Short Story,Comedy,Contemporary Fiction,Peyton Reed,43,7,62150
Seven Pounds,69951824,166617328,54000000,19-Dec-08,00-10,PG-13,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Gabriele Muccino,27,7.6,62718
Waltz with Bashir,2283849,11125664,2000000,25-Dec-08,00-10,R,,Sony Pictures Classics,Based on Real Life Events,Documentary,Factual,,,,
The Curious Case of Benjamin Button,127509326,329809326,160000000,25-Dec-08,00-10,PG-13,167,Paramount Pictures,Based on Book/Short Story,Drama,Fantasy,David Fincher,72,8,137120
Valkyrie,83077470,198686497,75000000,25-Dec-08,00-10,PG-13,120,United Artists,Based on Real Life Events,Thriller/Suspense,Dramatization,Bryan Singer,61,7.3,54343
Revolutionary Road,22911480,76989671,35000000,26-Dec-08,00-10,R,,Paramount Vantage,Based on Book/Short Story,Drama,Historical Fiction,Sam Mendes,68,7.6,45887
Defiance,28644813,42268745,50000000,31-Dec-08,00-10,R,,Paramount Vantage,Original Screenplay,Drama,Historical Fiction,Edward Zwick,56,5.9,362
Good,27276,27276,16000000,31-Dec-08,00-10,R,,ThinkFilm,Based on Play,Drama,Historical Fiction,,34,6.2,1926
Black Water Transit,0,0,35000000,31-Dec-08,00-10,,,,Based on Book/Short Story,Drama,Contemporary Fiction,,,,
Obitaemyy ostrov,0,15000000,36500000,1-Jan-09,00-10,,,,Based on Book/Short Story,Action,Science Fiction,,,5.5,2229
Bride Wars,58715510,115150424,30000000,9-Jan-09,00-10,PG,,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,12,5,15762
Not Easily Broken,10572742,10572742,5000000,9-Jan-09,00-10,PG-13,,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Bill Duke,35,5.2,1010
The Unborn,42670410,77208315,16000000,9-Jan-09,00-10,PG-13,,Universal,Original Screenplay,Horror,Fantasy,David Goyer,11,4.5,15331
Paul Blart: Mall Cop,146336178,180449670,26000000,16-Jan-09,00-10,PG,91,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,35,5.3,23753
Notorious,36842118,44473591,19000000,16-Jan-09,00-10,R,,Fox Searchlight,Based on Real Life Events,Drama,Dramatization,,50,6.3,9811
My Bloody Valentine,51545952,98817028,14000000,16-Jan-09,00-10,R,101,Lionsgate,Remake,Horror,Contemporary Fiction,,,5.7,18037
Inkheart,17303424,58051454,60000000,23-Jan-09,00-10,PG,105,Warner Bros.,Based on Book/Short Story,Adventure,Fantasy,Iain Softley,40,6.1,14157
Outlander,166003,1250617,50000000,23-Jan-09,00-10,R,115,Third Rail,Original Screenplay,Adventure,Science Fiction,,,6.4,18299
Donkey Punch,19367,19367,750000,23-Jan-09,00-10,R,,Magnolia Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,5.4,4551
Taken,145000989,225461461,25000000,30-Jan-09,00-10,PG-13,,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Pierre Morel,,4.8,1125
Coraline,75286229,124062750,60000000,6-Feb-09,00-10,PG,100,Focus Features,Based on Book/Short Story,Adventure,Kids Fiction,,89,7.8,38464
Push,31811527,44411527,38000000,6-Feb-09,00-10,PG-13,111,Summit Entertainment,Original Screenplay,Thriller/Suspense,Science Fiction,,23,6,26623
Two Lovers,3149034,11549034,12000000,13-Feb-09,00-10,R,,Magnolia Pictures,Original Screenplay,Drama,Contemporary Fiction,James Gray,,7.3,10325
Friday the 13th,65002019,91700771,17000000,13-Feb-09,00-10,R,,Warner Bros.,,Horror,Fantasy,,26,5.6,26798
The International,25450527,53850527,50000000,13-Feb-09,00-10,R,118,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tom Tykwer,59,,
Madea Goes To Jail,90508336,90508336,17500000,20-Feb-09,00-10,PG-13,,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,26,3.1,5468
Watchmen,107509799,184068357,138000000,6-Mar-09,00-10,R,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Zack Snyder,64,7.8,132250
Knowing,79957634,187858642,50000000,20-Mar-09,00-10,PG-13,121,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Alex Proyas,32,6.4,58138
12 Rounds,12234694,18184083,20000000,27-Mar-09,00-10,PG-13,108,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,28,5.4,8914
Monsters vs. Aliens,198351526,381687380,175000000,27-Mar-09,00-10,PG,95,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Fantasy,Rob Letterman,72,6.8,26582
